Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8546,"By the way, the week before your wedding you may not see a lot of me.",Ross,neutral,853,0,7,9,"00:14:14,603","00:14:18,690"
8552,Phoebe.,Ross,neutral,853,6,7,9,"00:15:03,193","00:15:04,485"
8561,How could you have kept all of this from me?,Mona,negative,854,0,8,8,"00:13:19,465","00:13:21,341"
8563,But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,Dr. Green,negative,854,2,8,8,"00:13:24,428","00:13:27,222"
8566,"No! No! No! No! No! I-I-I-I—I need to, I need to lie down.",Ross,neutral,854,5,8,8,"00:13:48,702","00:13:54,541"
8596,Oh yeah!,Ross,positive,858,4,4,13,"00:04:27,850","00:04:29,810"
8601,"It’s when the heat goes away, that’s when you’re in trouble.",Joey,neutral,858,9,4,13,"00:04:45,868","00:04:48,537"
8611,Okay.,Phoebe,neutral,860,1,8,17,"00:13:21,759","00:13:23,218"
8616,All right.,Jim,neutral,860,6,8,17,"0:13:36,398","0:13:37,191"
8619,What?!,Phoebe,negative,860,9,8,17,"0:13:45,825","0:13:46,507"
8621,Oh my God!,Phoebe,negative,860,11,8,17,"00:13:49,245","00:13:51,162"
8626,"So, uh, how's she doing?",Ross,negative,861,0,1,8,"00:04:03,993","00:04:06,328"
8629,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",Mrs. Geller,negative,861,3,1,8,"00:04:13,127","00:04:19,424"
8633,"Oh, maybe that's it.",Mrs. Geller,neutral,861,7,1,8,"00:04:22,929","00:04:24,972"
8636,"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",Ross,neutral,861,10,1,8,"00:04:29,060","00:04:34,648"
8658,Anything at all.,Rachel,neutral,864,1,7,20,"0:05:34,751","0:05:36,503"
8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,negative,869,10,3,12,"00:13:05,117","00:13:09,287"
8713,"Okay, now uh, in terms of the invite list, I’ve got you, me, and Chandler and I’m gonna invite Gunther ‘cause, well, we’ve been talking about this pretty loud.",Joey,neutral,870,2,4,22,"00:04:40,321","00:04:47,828"
8716,"Listen, I know this is your party, but I’d really like to the number of museum geeks that are gonna be there.",Joey,neutral,870,4,4,22,"00:04:50,623","00:04:55,669"
8725,"I mean, well, he might be a little late, but-but, he’ll be there.",Chandler,neutral,871,5,4,18,"00:04:55,837","00:05:02,884"
8736,No it's not.,Monica,neutral,872,5,1,2,"0:09:52,530","0:09:54,148"
8737,Don't listen to your mother.,Mr. Geller,neutral,872,6,1,2,"00:09:54,302","00:09:55,468"
8760,I can't believe I'm hearing this!,Joey,negative,874,11,5,13,"00:21:46,555","00:21:48,139"
8762,Wait a minute!,Rachel,negative,874,13,5,13,"0:21:49,242","0:21:51,612"
8788,Do you have a minute?,Tag,neutral,879,0,7,4,"0:20:51,959","0:20:52,761"
8793,"Oh, did you not want people to know that?",Rachel,positive,880,2,1,1,"00:21:06,807","00:21:10,142"
8795,Why’s that?,Rachel,neutral,882,0,1,4,"00:21:16,692","00:21:18,276"
8801,Yeah.,Rachel,neutral,883,5,7,4,"0:21:34,686","0:21:35,962"
8802,I’d love to ask out your friend Phoebe.,Tag,neutral,883,6,7,4,"00:21:36,295","00:21:38,671"
8803,"Yeah, she’s gay.",Rachel,neutral,883,7,7,4,"00:21:41,717","00:21:43,467"
8836,Hi!,Phoebe,positive,886,9,4,17,"0:13:39,319","0:13:40,006"
8838,"Oh this, well I’m glad you asked.",Phoebe,positive,886,11,4,17,"00:13:41,570","00:13:44,572"
8854,"No, I mean it’s okay, I mean, they’re-they’re my friends.",Ross,neutral,887,4,6,17,"00:19:35,632","00:19:42,305"
8866,I don’t care! I am not quitting! I insist on finishing this game!,Ross,negative,888,2,4,15,"00:16:20,145","00:16:26,567"
8885,Uh-hmm.,Phoebe,neutral,889,1,8,1,"0:03:05,393","0:03:05,825"
8901,Oh hey you guys!,Phoebe,positive,891,6,8,16,"00:02:34,279","00:02:35,779"
8903,I have a job interview I have to get ready for.,Chandler,neutral,892,1,8,21,"00:03:50,105","00:03:53,817"
8914,No.,Monica,neutral,892,12,8,21,"00:04:26,350","00:04:30,229"
8919,"So, did you uh, find anyone to marry you guys yet?",Joey,neutral,893,0,7,16,"00:04:52,083","00:04:54,501"
8927,So I won’t get nervous talking in front of people.,Joey,neutral,893,8,7,16,"0:05:08,975","0:05:11,109"
8934,"Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.",Joey,positive,893,12,7,16,"00:05:19,736","00:05:25,574"
8937,"Plus, y’know I love you guys and-and it would really mean a lot to me.",Joey,positive,893,15,7,16,"00:05:29,579","00:05:33,040"
8944,What the hell is that?,Joey,negative,895,2,8,3,"00:07:47,091","00:07:49,676"
8945,"Whoa! Whoa! Whoa! Treeger, what are you doing?",Joey,negative,895,3,8,3,"0:07:50,553","0:07:52,985"
8947,Well why don’t you use your key?,Phoebe,neutral,895,5,8,3,"0:07:54,599","0:07:55,981"
8948,"Because by the time I find it on this thing , the whole place might have exploded.",Mr. Treeger,neutral,895,6,8,3,"0:07:55,981","0:07:59,528"
8973,"Alright, you did it! Do we have any fruit?",Chandler,positive,898,1,1,24,"00:18:22,351","00:18:23,726"
8981,"So that’s dumb what I said, don’t tell him I said that.",Phoebe,neutral,900,2,3,15,"00:03:52,065","00:03:55,317"
9001,"Oh, you want something serious.",Joey,neutral,901,6,3,8,"00:07:08,511","00:07:11,096"
9005,"No, no, you can’t, you can’t, okay, you can’t, you can’t buy her pearls, you just can’t, you can’t, you can’t.",Joey,negative,901,10,3,8,"00:07:25,278","00:07:32,451"
9008,What is the thing?,Chandler,negative,901,13,3,8,"00:07:39,625","00:07:41,668"
9014,I’m telling you it’s like watching Bambi learn how to walk.,Rachel,negative,902,0,7,14,"00:13:57,253","00:14:01,172"
9020,I really wish that you wouldn’t.,Ross,negative,902,5,7,14,"00:14:35,457","00:14:38,293"
9032,Well you have to because maybe it’s stupid.,Rachel,neutral,903,0,7,17,"00:15:46,403","00:15:49,989"
9048,"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",Jay Leno,neutral,905,5,1,11,"00:02:51,629","00:02:58,677"
9050,"Y'know, we don't have to watch this.",Chandler,neutral,905,7,1,11,"00:02:58,845","00:03:02,472"
9057,"I mean, this is so cool!",Rachel,positive,905,14,1,11,"0:03:18,053","0:03:19,202"
9058,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",Chandler,negative,905,15,1,11,"00:03:21,451","00:03:25,704"
9065,Oh! That's why.  I'm sorry!,Rachel,positive,906,5,1,15,"00:00:19,269","00:00:23,814"
9068,You can't put your cigarette out on a tree!,Phoebe,negative,907,1,5,16,"00:06:35,603","00:06:39,940"
9073,What?!,The Smoking Woman,negative,907,6,5,16,"00:06:52,662","00:06:54,121"
9104,Why else would I be here?,Phoebe,neutral,909,6,8,10,"00:15:38,812","00:15:41,230"
9105,Do sit down.,Trudie Styler,neutral,909,7,8,10,"00:15:41,398","00:15:43,191"
9114,"He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",Ross,positive,910,6,1,3,"00:11:11,212","00:11:18,426"
9125,What the hell!,Joey,negative,911,2,8,21,"0:21:28,830","0:21:29,882"
9127,"All right, let’s start with some basics. Can anybody tell me what the difference between upstage and downstage is?",The Acting Teacher,neutral,911,4,8,21,"00:21:30,999","00:21:39,299"
9137,You're driving me crazy with that!,Joey,negative,913,0,5,10,"00:08:19,123","00:08:21,124"
9148,"Okay, but be careful okay, because I wanna get our security deposit back.",Chandler,positive,913,11,5,10,"00:09:00,581","00:09:03,542"
9159,"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",Chandler,negative,915,4,1,23,"00:15:54,787","00:16:02,210"
9166,"Yeah, I-I think I suggested that.",Mona,neutral,916,1,8,11,"00:12:12,356","00:12:15,024"
9169,Okay.,Mona,neutral,916,4,8,11,"00:12:38,799","00:12:40,467"
9182,No?,Chandler,negative,917,3,8,16,"0:15:20,044","0:15:20,670"
9184,They taste so good.,Chandler,positive,917,5,8,16,"0:15:21,052","0:15:22,122"
9186,"Okay. Okay. All right. Help! Am I a Mark, or a John?",Chandler,neutral,918,1,4,18,"00:20:07,331","00:20:15,463"
9189,You’re actually going through with this?,Phoebe,negative,918,4,4,18,"00:20:28,060","00:20:29,727"
9197,"I know you really wanted me to name the baby Joey, but eh, so, I’m-I’m, I’m gonna, I’m gonna name the baby Chandler.",Phoebe,neutral,918,12,4,18,"00:20:55,629","00:21:03,261"
9202,No.,Student,neutral,920,2,3,7,"00:17:03,731","00:17:05,481"
9203,Whoa. That was really good.,Joey,positive,920,3,3,7,"00:17:08,235","00:17:10,945"
9207,"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and",Eric,negative,921,1,8,7,"00:17:04,523","00:17:07,068"
9209,Well I was just so excited to see you.,Eric,negative,921,3,8,7,"00:17:09,903","00:17:13,489"
9216,"Yeah, so do you.",Phoebe,negative,921,10,8,7,"00:17:37,306","00:17:40,475"
9235,"Okay, could you just stop talking for a second?  Yemen. That’s right, yes, I’m being transferred to Yemen!",Chandler,negative,923,9,4,15,"00:06:39,941","00:06:47,781"
9246,"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.",Phoebe,negative,924,5,8,23,"00:16:26,932","00:16:31,353"
9302,And?,Joey,neutral,930,8,7,6,"0:02:37,510","0:02:39,472"
9309,What are you talking about? Bitch.,Joey,negative,930,15,7,6,"00:03:05,310","00:03:08,020"
9311,"I can't prove    it yet, but when I do, you'll be going to jail for murder.",Joey/Drake,negative,931,1,9,11,"00:22:43,862","00:22:48,074"
9322,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,Monica,neutral,932,9,9,20,"00:22:30,796","00:22:37,010"
9331,"Yeah, that-that Chandler cracks me up.",Gunther,positive,933,1,6,12,"00:09:57,179","00:09:59,681"
9333,"Uh, yeah, I’ll take a coffee. Thanks, man.",Ross,neutral,933,3,6,12,"00:10:07,231","00:10:09,441"
9341,Just being friendly.,Joey,negative,933,11,6,12,"00:10:24,957","00:10:26,291"
9345,"Okay, but I don’t see you asking any other paying customers to put on aprons.",Joey,negative,933,15,6,12,"00:10:42,767","00:10:46,394"
9348,"Hey, waiter.",Customer,neutral,933,18,6,12,"0:10:50,691","0:10:51,359"
9349,Yeah?,Joey,neutral,933,19,6,12,"0:10:51,359","0:10:52,255"
9350,"You’ve reached Monica and Chandler’s, if you’re listening to this message, we’re probably screening.  Yeah we are.",Chandler,neutral,934,0,6,22,"00:09:33,364","00:09:35,824"
9356,Thanks.,Phoebe,neutral,935,1,5,23,"0:16:15,016","0:16:15,168"
9362,He's probably up in your room!,Phoebe,negative,935,7,5,23,"0:16:39,957","0:16:41,327"
9366,Anybody lose this?,Monica,neutral,935,11,5,23,"00:17:01,645","00:17:04,063"
9372,What?! What do you mean you’re going to London?,Phoebe,negative,936,3,4,23,"00:20:26,642","00:20:28,893"
9385,"Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding!",Phoebe,negative,936,16,4,23,"00:21:00,467","00:21:04,720"
9388,"I’m sorry, I know this must be really hard, it’s over.",Phoebe,negative,936,19,4,23,"00:21:08,475","00:21:14,146"
9390,"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter.",Phoebe,positive,936,21,4,23,"00:21:21,697","00:21:29,036"
9416,I  like to think of myself as the puppet master of the group.,Phoebe,negative,939,8,9,1,"00:06:12,705","00:06:16,500"
9426,I guess so.,Rachel,neutral,939,18,9,1,"00:07:05,049","00:07:07,217"
9432,"Okay, I’ll be back in just a minute. Oh, Phoebe I’m sorry that I left lipstick marks on the phone.",Monica,neutral,940,3,3,6,"00:01:59,994","00:02:06,500"
9465,Let’s give it a shot.,Ross,neutral,943,3,7,3,"00:13:35,564","00:13:37,482"
9472,"I know honey, I’m sorry.",Monica,negative,945,1,3,11,"00:04:40,947","00:04:42,572"
9473,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it’s remotely related to the field they’re interested in.",Rachel,negative,945,2,3,11,"00:04:42,740","00:04:50,872"
9481,"Oh well then, so I’m just going to go back to talking to my friend here.",Rachel,positive,945,10,3,11,"00:05:30,496","00:05:34,875"
9486,Do you want my pickle?,Rachel,neutral,945,15,3,11,"00:05:51,017","00:05:52,267"
9493,"Where?  Ooh, come to Momma.",Phoebe,positive,946,6,1,11,"00:00:17,058","00:00:21,103"
9508,"Either eat it, or be in it.",Joey,negative,947,4,8,21,"00:08:49,571","00:08:52,282"
9518,"Monica, you go to the head of the class.",The Cooking Teacher,neutral,947,14,8,21,"0:09:43,041","0:09:45,002"
9528,"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!",Phoebe,positive,948,8,9,19,"00:06:46,532","00:06:54,081"
9530,Listen Phoebe...,Monica,positive,948,10,9,19,"0:07:00,546","0:07:01,589"
9542,We can't. We're not pharmacists!,Rachel,negative,949,6,9,23,"00:18:21,517","00:18:24,894"
9546,And... that's the most sex I'm gonna have this weekend.,Rachel,positive,949,10,9,23,"00:18:39,952","00:18:43,830"
9547,In that case should I make sure it's on real good?,Joey,neutral,949,11,9,23,"00:18:43,997","00:18:47,667"
9560,Howdy partner!,Joey,positive,950,10,5,11,"0:18:47,835","0:18:47,977"
9561,Maybe I should get another pair!,Ross,positive,950,11,5,11,"00:18:49,628","00:18:51,712"
9562,"Ooh, y'know, they-they had some with fringe all down the sides.",Ross,positive,950,12,5,11,"00:18:54,383","00:18:58,261"
9565,I would make a good cowboy.,Ross,positive,950,15,5,11,"00:19:10,274","00:19:12,567"
9575,"Oh, please!",Phoebe,negative,952,5,8,19,"00:18:55,218","00:18:56,803"
9579,What are you doing?,Phoebe,neutral,953,2,9,12,"0:08:16,245","0:08:16,913"
9583,"No, Mike, I don't want to kill him!",Phoebe,negative,953,6,9,12,"00:08:23,669","00:08:26,992"
9585,"Ok, ok, I'll throw away the traps.",Mike,neutral,953,8,9,12,"0:08:35,181","0:08:37,267"
9586,"I'll find Bob, I'll get him.",Phoebe,neutral,953,9,9,12,"0:08:37,267","0:08:38,993"
9589,Robert!,Phoebe,negative,953,12,9,12,"00:08:43,397","00:08:45,815"
9595,"I don't know, I kinda like Bob for a girl.",Phoebe,neutral,953,18,9,12,"00:08:58,037","00:09:00,497"
9597,"Oh my god, we killed Bob!",Phoebe,negative,953,20,9,12,"00:09:05,586","00:09:09,506"
9622,"No-no, they're not very nice people.",Rachel,neutral,956,8,5,10,"0:18:12,857","0:18:15,221"
9623,"Okay, listen, I really like you.",Danny,neutral,956,9,5,10,"0:18:18,055","0:18:19,367"
9639,It’s just some things I’ve been thinking about.,Rachel,neutral,959,5,4,1,"00:06:04,447","00:06:06,823"
9641,"Okay.  Wow, it’s-it’s 5:30 in the morning.  So, I’d better get cracking on this baby.",Ross,neutral,959,7,4,1,"00:06:18,169","00:06:28,053"
9649,You should serve it with vodka and a piece of celery.,Monica,negative,960,5,4,9,"00:09:32,905","00:09:35,865"
9659,No! No! No!,Ross,negative,961,4,5,12,"0:06:05,615","0:06:07,137"
9661,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!",Ross,negative,961,6,5,12,"00:06:07,867","00:06:16,249"
9669,Oh God!,Ross,negative,961,14,5,12,"00:06:40,483","00:06:42,109"
9671,I know.,Monica,neutral,962,1,8,24,"0:21:28,735","0:21:30,571"
9676,Ross! You gotta stop! Okay?! You can’t just stare through the peep hole for three hours! You’re gonna get peep eye!,Chandler,negative,963,0,3,19,"00:12:38,007","00:12:47,682"
9685,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,Chandler,negative,963,9,3,19,"00:13:00,738","00:13:07,243"
9706,No!,Rachel,negative,964,8,5,5,"0:07:00,420","0:07:01,422"
9711,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?",Rachel,neutral,964,13,5,5,"00:07:07,969","00:07:11,721"
9712,Umm,Ross,neutral,964,14,5,5,"00:07:15,059","00:07:16,518"
9721,"She’ll be out in a second. So, Chip, how’s umm, Amy Welch?",Rachel,neutral,965,5,4,2,"00:13:18,047","00:13:23,301"
9738,Oh that’s amazing.,Joey,positive,967,7,8,14,"0:03:34,280","0:03:35,252"
9752,"Like uh, maybe we could get him to get tickets to another Knicks game and invite him.",Ross,neutral,969,2,6,23,"00:09:08,422","00:09:11,716"
9759,"Y’know, me and him do stuff all the time without you and you don’t get all upset.",Joey,neutral,971,0,6,23,"00:09:24,772","00:09:29,401"
9761,All the time!,Joey,negative,971,2,6,23,"0:09:32,868","0:09:34,422"
9763,I’m all done.,Cassie,neutral,972,1,7,19,"0:13:40,319","0:13:41,487"
9764,Thank God.,Ross,positive,972,2,7,19,"0:13:41,487","0:13:43,590"
9766,Oh right.,Ross,neutral,972,4,7,19,"0:13:49,787","0:13:50,788"
9788,"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place.",Phoebe,neutral,973,14,3,1,"00:13:29,058","00:13:32,769"
9805,What's up?,Rachel,neutral,976,3,2,6,"00:05:09,017","00:05:10,684"
9808,Her name is Stephanie... something.,Terry,neutral,976,6,2,6,"0:05:17,150","0:05:19,662"
9816,Oh.,Rachel,neutral,977,1,3,12,"0:20:55,640","0:20:57,439"
9826,What?,Ross,positive,977,11,3,12,"00:21:38,588","00:21:40,047"
9831,Don’t say anything.,Rachel,positive,978,1,3,6,"00:21:54,217","00:21:56,188"
9856,"Ho-ho, you win! 50 dollars!",Chandler,positive,982,3,6,6,"0:11:42,284","0:11:43,607"
9863,Damn! I am good at Cups!,Joey,positive,982,10,6,6,"00:12:02,138","00:12:04,556"
9872,Oh hey Joey! What's up?,Phoebe,positive,984,0,5,22,"00:05:00,758","00:05:02,634"
9874,"Yeah, I've been around.",Phoebe,neutral,984,2,5,22,"00:05:08,641","00:05:10,309"
9906,You really think it would be that different?,Rachel,negative,988,1,7,21,"00:18:47,584","00:18:49,210"
9910,"Well, things change.",Rachel,neutral,988,5,7,21,"00:19:04,643","00:19:06,352"
9914,Mrs. Braverman must be out.,Chandler,neutral,989,1,7,11,"00:08:18,789","00:08:21,082"
9917,No that could kill her.,Rachel,negative,989,4,7,11,"0:08:32,094","0:08:33,016"
9924,How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?,Ross,negative,980,5,3,11,"00:12:46,807","00:12:53,229"
9927,At least you know her name.,Ross,neutral,980,8,3,11,"0:13:03,199","0:13:04,437"
9938,You decided to go into the out-of-work actor business.,Chandler,neutral,990,13,1,13,"00:13:52,873","00:13:55,250"
9946,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?",The Cooking Teacher,neutral,991,1,8,21,"00:13:01,281","00:13:04,409"
9952,Oh! Something smells good over at Monica’s station!  Oh my God! This is absolutely amazing! You’ve never made this before?,The Cooking Teacher,positive,991,7,8,21,"00:13:19,216","00:13:29,059"
9953,Oh no!,Monica,positive,991,8,8,21,"0:13:29,226","0:13:29,977"
9962,How's it going?,Monica,neutral,992,2,1,13,"00:15:54,244","00:15:56,621"
9966,"I dunno, there's just something about...",Ross,neutral,992,6,1,13,"00:16:10,928","00:16:13,513"
9979,I’m sending back all this stuff that Chandler bought out of guilt.,Joey,neutral,993,3,4,8,"00:06:03,738","00:06:06,323"
9982,Yes that would have made more sense.,Chandler,negative,994,2,5,5,"00:15:13,662","00:15:15,997"
9988,"Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?",Chandler,negative,995,0,5,10,"00:18:44,081","00:18:50,503"
9991,"She said, ""If I’m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""",Emily,neutral,996,1,4,23,"00:10:43,851","00:10:49,981"
9996,"I realize that people are going to be disappointed. But, I’m sure they’ll come back when we can do it right.",Emily,negative,996,6,4,23,"00:11:17,134","00:11:23,014"
10003,So what are you saying? It’s now or never?,Emily,negative,996,13,4,23,"0:11:42,827","0:11:44,709"
10004,No. I’m saying it’s now.,Ross,neutral,996,14,4,23,"0:11:44,709","0:11:45,891"
10030,Have you ever seen so much crap?,Rachel,negative,1000,1,2,3,"00:06:50,034","00:06:52,285"
10072,Enh. Sure!,Phoebe,neutral,1005,5,5,7,"00:14:58,063","00:14:59,856"
10077,"Okay, let's go!",Phoebe,positive,1005,10,5,7,"00:15:16,373","00:15:18,499"
10090,"No! No! Phoebe, come on! I don’t want to switch! Please come on! I can throw wet paper towels here!",Rachel,negative,1006,0,6,18,"00:19:42,389","00:19:47,310"
10099,"Nimitz, and sold over 2,000 boxes.",Ross,negative,1007,3,3,10,"00:18:37,366","00:18:42,245"
10103,That’s not how that was supposed to come out.,Ross,negative,1007,7,3,10,"00:19:02,391","00:19:05,434"
10104,This is the worst Christmas ever.,Phoebe,negative,1007,8,3,10,"00:19:05,602","00:19:08,062"
10107,It’s too late!,Rachel,negative,1007,11,3,10,"0:19:13,361","0:19:15,614"
10121,"Oh, sure, Valentine's is our busiest night of the year.",Fireman No. 2,neutral,1008,9,1,14,"00:16:52,094","00:16:55,179"
10132,Was he wearing a stunning blue suit?,Monica,positive,1009,10,1,4,"0:14:52,433","0:14:55,195"
10161,And who laminated it?,Monica,neutral,1011,8,3,5,"00:14:07,721","00:14:09,097"
10178,"Hey, there’s uh, some people outside, askin’ about candy.",Ross,neutral,1013,0,7,9,"00:13:59,588","00:14:03,967"
10185,You have a son!,Rachel,positive,1014,3,7,22,"0:20:46,161","0:20:47,538"
10188,"Hello, Mr. Bing.",Santos,neutral,1015,1,1,22,"00:19:44,850","00:19:47,643"
10196,"Petrie, right, right. Okay, some people gonna be working",Chandler,neutral,1015,9,1,22,"00:20:07,998","00:20:12,877"
10197,....right?,Ross,negative,1016,0,3,17,"0:14:46,302","0:14:46,904"
10200,"Y'know I don’t, I don’t need them, huh, I’ve got you guys now as friends, you and Susan.",Ross,negative,1016,3,3,17,"00:14:53,517","00:14:58,229"
10202,"717?  Where’s 717?  Hey, you’ve have more of these for Susan right?",Ross,positive,1016,5,3,17,"00:15:05,070","00:15:11,409"
10203,"No. But it’s okay, I’ll just put out pickles or something.",Carol,neutral,1016,6,3,17,"00:15:11,660","00:15:15,955"
10211,"Well, oh, I’m sorry your car broke down Pheebs, but I’m a little too busy with some of my real friends right now, but please call to let me know you got home safely okay?",Ross,negative,1016,14,3,17,"00:15:41,565","00:15:50,573"
10219,"Yeah, you’re right.",Ross,neutral,1016,21,3,17,"00:16:16,642","00:16:17,892"
10234,So your dad dropped by. He’s a pleasant man!,Ross,positive,1018,0,8,8,"00:16:20,229","00:16:25,400"
10240,Rachel!,Ross,negative,1018,6,8,8,"00:16:54,722","00:16:56,222"
10280,Does it bug you?,Chandler,negative,1021,4,3,19,"0:12:16,235","0:12:17,037"
10282,Is there any chance you didn’t see that?,Chandler,neutral,1021,6,3,19,"00:12:31,500","00:12:34,502"
10295,"Hey-hey, y’know what?",Rachel,negative,1022,12,7,2,"0:08:07,612","0:08:10,824"
10299,"It’s just a healthy expression of female sexuality, which by the way, you will never understand.",Rachel,negative,1022,16,7,2,"00:08:16,245","00:08:24,294"
10301,"Well, I feel like a snack!",Chandler,positive,1023,0,7,15,"00:14:33,622","00:14:35,790"
10303,Oh no thanks. I don’t like,Chandler,neutral,1023,2,7,15,"00:14:40,170","00:14:44,299"
10318,Come in.,Joey,neutral,1024,2,6,3,"00:21:00,926","00:21:03,511"
10334,"Monica, leave him alone",Phoebe,negative,1025,2,6,9,"0:11:54,214","0:11:56,135"
10336,Did you not hear me before when I told you that all of Janine’s friends are dancers?!,Joey,negative,1025,4,6,9,"00:12:00,010","00:12:03,763"
10341,Joey!,Rachel,negative,1025,8,6,9,"0:12:14,734","0:12:15,193"
10345,"So why don’t you just let me worry about making the trifle and you just worry about eating it, alright?",Rachel,neutral,1025,12,6,9,"00:12:26,412","00:12:30,206"
10363,"I'm sorry, I think that you just misunderstood her.",Monica,negative,1026,12,5,14,"00:07:08,719","00:07:10,979"
10393,"And then you say to person, I bet you can’t roll this quarter from your forehead to your chin without it leaving your face.",Rachel,neutral,1029,11,7,16,"00:04:28,142","00:04:34,064"
10406,Bing! You got those numbers for me?,Doug,positive,1031,3,3,24,"00:15:29,511","00:15:31,971"
10407,So you still in touch with anyone from high school?,Chip,neutral,1032,0,4,2,"00:15:00,524","00:15:02,775"
10408,"Umm. Well, there’s Rachel, and umm, I think that’s it. How bout you?",Monica,neutral,1032,1,4,2,"00:15:02,943","00:15:08,239"
10412,"Stick, Brown, Sulkov, McGuire, J.T., Beardsley.",Chip,neutral,1032,5,4,2,"00:15:16,206","00:15:20,835"
10422,And people will think you own a Porsche because you’re wearing the clothes?,Monica,negative,1033,3,6,5,"00:13:30,518","00:13:33,019"
10429,Oh! It’s you.  Hi.,Rachel,positive,1034,2,4,20,"00:04:24,597","00:04:26,390"
10447,A week?,Stanley,negative,1036,10,5,22,"0:19:45,700","0:19:46,118"
10452,No!,Joey,negative,1036,15,5,22,"00:19:52,441","00:19:54,192"
10459,"Yeah, I forget which ones.",Rachel,neutral,1037,1,2,2,"0:02:46,098","0:02:47,672"
10464,I broke up with her.,Chandler,neutral,1038,3,2,3,"00:00:08,341","00:00:09,341"
10467,"Come on, they were not that huge.",Rachel,neutral,1038,6,2,3,"00:00:21,021","00:00:22,855"
10476,"You guys are messing with me, right?",Joey,positive,1038,15,2,3,"00:01:00,518","00:01:03,520"
10477,Yeah.,All,neutral,1038,16,2,3,"00:01:05,398","00:01:07,274"
